top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"scientific_name"	"common_name"	"rank"	"nsr_id"	"presence_status"	
"Coenosia means Meigen, 1826"	""	"soort"	"0AHCYFBIJBLF"	"1a"	
"Coenosia mollicula (Fallén, 1825)"	""	"soort"	"0AHCYFBIJCLY"	"1a"	
"Coenosia pedella (Fallén, 1825)"	""	"soort"	"0AHCYFBIJIQQ"	"1a"	
"Coenosia perpusilla Meigen, 1826"	""	"soort"	"0AHCYFBIJJRI"	"3a"	
"Coenosia pumila (Fallén, 1825)"	""	"soort"	"0AHCYFBIJKSB"	"1a"	
"Coenosia pygmaea (Zetterstedt, 1845)"	""	"soort"	"0AHCYFBIJLST"	"1a"	
"Coenosia ruficornis Macquart, 1835"	""	"soort"	"0EDRAO1J6CP6"	"1a"	
"Coenosia rufipalpis Meigen, 1826"	""	"soort"	"0AHCYFBIJMTM"	"1a"	
"Coenosia sexmaculata Meigen, 1838"	""	"soort"	"0AHCYFBIJOUW"	"3b"	
"Coenosia testacea (Robineau-Desvoidy, 1830)"	""	"soort"	"0AHCYFBIJPVP"	"1a"	
"Coenosia tigrina (Fabricius, 1775)"	""	"soort"	"0AHCYFBIJQWH"	"1a"	
"Coenosia trilineella (Zetterstedt, 1838)"	""	"soort"	"0AHCYFBIJSXS"	"1a"	
"Colaphellus sophiae (Schaller, 1783)"	"Mosterdtor"	"soort"	"0AHCYFBSARIS"	"1a"	
"Colastes braconius Haliday, 1833"	""	"soort"	"0AHCYFARWJLZ"	"1a"	
"Colastes incertus (Wesmael, 1838)"	""	"soort"	"0AHCYFARWKRD"	"3c"	
"Colastes pubicornis (Thomson, 1892)"	""	"soort"	"0AHCYFARWLRW"	"3c"	
"Colastes vividus Papp, 1975"	""	"soort"	"0AHCYFARWMSO"	"3c"	
"Colenis immunda (Sturm, 1807)"	""	"soort"	"0AHCYFBVEAZV"	"1a"	
"Coleocentrus caligatus Gravenhorst, 1829"	""	"soort"	"0AHCYFATTSND"	"1a"	
"Coleocentrus excitator (Poda, 1761)"	""	"soort"	"0AHCYFATTTNW"	"1a"	
"Coleolaelaps celeripediformis (Oudemans, 1902)"	""	"soort"	"0LKGBPN46VDH"	"1a"	
"Coleophora adjunctella Hodgkinson, 1882"	"Egale ruskokermot"	"soort"	"0AHCYFCHXSPR"	"1a"	
"Coleophora adspersella Benander, 1939"	"Witsprietmeldekokermot"	"soort"	"0AHCYFCHXTQJ"	"1a"	
"Coleophora ahenella von Heinemann, 1877"	"Heksenmutskokermot"	"soort"	"0AHCYFCHXURC"	"1a"	
"Coleophora albicans Zeller, 1849"	"Alsemkokermot"	"soort"	"0AHCYFCHXVSG"	"1a"	
"Coleophora albicosta (Haworth, 1828)"	"Gaspeldoornkokermot"	"soort"	"0AHCYFCHXWSY"	"1a"	
"Coleophora albicostella (Duponchel, 1842)"	"Aardbeikokermot"	"soort"	"0AHCYFCHXXPF"	"1a"	
"Coleophora albidella (Denis & Schiffermüller, 1775)"	"Witte wilgenkokermot"	"soort"	"0AHCYFCHXYLM"	"1a"	
"Coleophora albitarsella Zeller, 1849"	"Zwarte weidekokermot"	"soort"	"0AHCYFCHXZME"	"1a"	
"Coleophora alcyonipennella (Kollar, 1832)"	"Metaalkokermot"	"soort"	"0AHCYFCHYAIL"	"1a"	
"Coleophora alnifoliae Barasch, 1934"	"Elzenkokermot"	"soort"	"0AHCYFCHYBJD"	"1a"	
"Coleophora alticolella Zeller, 1849"	"Gewone ruskokermot"	"soort"	"0AHCYFCHYCJW"	"1a"	
"Coleophora anatipenella (Hübner, 1796)"	"Witte meidoornkokermot"	"soort"	"0AHCYFCHYDKO"	"1a"	
"Coleophora argentula (Stephens, 1834)"	"Duizendbladkokermot"	"soort"	"0AHCYFCHYEGV"	"1a"	
"Coleophora artemisicolella Bruand, 1855"	"Bijvoetbloemkokermot"	"soort"	"0AHCYFCHYFLZ"	"1a"	
"Coleophora asteris Mühlig, 1864"	"Asterkokermot"	"soort"	"0AHCYFCHYGMR"	"1a"	
"Coleophora atriplicis Meyrick, 1928"	"Lichtbruine meldekokermot"	"soort"	"0AHCYFCHYHJK"	"1a"	
"Coleophora badiipennella (Duponchel, 1843)"	"Iepenkokermot"	"soort"	"0AHCYFCHYIKC"	"1a"	
"Coleophora betulella von Heinemann, 1877"	"Witte berkenkokermot"	"soort"	"0AHCYFCHYJKV"	"1a"	
"Coleophora binderella (Kollar, 1832)"	"Gefrommelde kokermot"	"soort"	"0AHCYFCHYKHB"	"1a"	
"Coleophora boreella Benander, 1939"	"Noordse kokermot"	"soort"	"000000020506"	"1a"	
"Coleophora bornicensis Fuchs, 1886"	"Bruine wormkokermot"	"soort"	"02B7012E4EB1"	"1a"	
"Coleophora caelebipennella Zeller, 1839"	"Bonte averuitkokermot"	"soort"	"0AHCYFCHYLDI"	"1b"	
"Coleophora caespititiella Zeller, 1839"	"Bieskokermot"	"soort"	"0AHCYFCHYLZP"	"1a"	
"Coleophora calycotomella Stainton, 1869"	"Bezembremkokermot"	"soort"	"0AHCYFCHYNET"	"1a"	
"Coleophora chalcogrammella Zeller, 1839"	"Goudkokermot"	"soort"	"0AHCYFCHYOBA"	"1a"	
"Coleophora clypeiferella Hofmann, 1871"	"Roetstreepkokermot"	"soort"	"0AHCYFCHYPBS"	"1a"	
"Coleophora conspicuella Zeller, 1849"	"Knoopkruidkokermot"	"soort"	"0AHCYFCHYQCL"	"1b"	
"Coleophora conyzae Zeller, 1868"	"Heelblaadjeskokermot"	"soort"	"0AHCYFCHYRDD"	"1a"	
"Coleophora coracipennella (Hübner, 1796)"	"Donkergrijze kokermot"	"soort"	"0AHCYFCHYSDV"	"1a"	
"Coleophora cornutella Herrich-Schäffer, 1861"	"Lichtbruine berkkokermot"	"soort"	"0AHCYFCHYTEZ"	"1a"	
"Coleophora coronillae Zeller, 1849"	"Zwavelgele peulkokermot"	"soort"	"0AHCYFCHYUFS"	"1a"	
"Coleophora currucipennella Zeller, 1839"	"Okervlerkkokermot"	"soort"	"0AHCYFCHYVGK"	"1a"	
"Coleophora deauratella Lienig & Zeller, 1846"	"Grijze metaalkokermot"	"soort"	"0AHCYFCHYWHD"	"1a"	
"Coleophora deviella Zeller, 1847"	"Schorrenkruidkokermot"	"soort"	"0AHCYFCHYXHV"	"1a"	
"Coleophora discordella Zeller, 1849"	"Rolklaverkokermot"	"soort"	"0AHCYFCHYYEC"	"1a"	
"Coleophora ditella Zeller, 1849"	"Zuidelijke alsemkokermot"	"soort"	"0AHCYFCHYZEU"	"1b"	
"Coleophora flavipennella (Duponchel, 1843)"	"Donkere eikenkokermot"	"soort"	"0AHCYFCHZABB"	"1a"	
"Coleophora follicularis (Vallot, 1802)"	"Koninginnenkruidkokermot"	"soort"	"0AHCYFCHZBBT"	"1a"	
"Coleophora fuscocuprella Herrich-Schäffer, 1855"	"Lichte groenglanskokermot"	"soort"	"0AHCYFCHZBYA"	"1a"	
"Coleophora galbulipennella Zeller, 1838"	"Duinsilenekokermot"	"soort"	"0AHCYFCHZCUH"	"1a"	
"Coleophora genistae Stainton, 1857"	"Stekelbremkokermot"	"soort"	"0AHCYFCHZDZL"	"1a"	
"Coleophora glaucicolella Wood, 1892"	"Bleke ruskokermot"	"soort"	"0AHCYFCHZFAP"	"1a"	
"Coleophora glitzella Hofmann, 1869"	"Bosbeskokermot"	"soort"	"0AHCYFCHZFWW"	"1a"	
"Coleophora graminicolella Heinemann, 1877"	"Bleke silenekokermot"	"soort"	"0AHCYFCHZGXO"	"1a"	
"Coleophora granulatella Zeller, 1849"	"Averuitkokermot"	"soort"	"0AHCYFCHZHYH"	"1a"	
"Coleophora gryphipennella (Hübner, 1796)"	"Rozenkokermot"	"soort"	"0AHCYFCHZIYZ"	"1a"	
"Coleophora hemerobiella (Scopoli, 1763)"	"Fruitboomkokermot"	"soort"	"0AHCYFCHZQIK"	"1a"	
"Coleophora hydrolapathella Hering, 1921"	"Moeraskokermot"	"soort"	"0AHCYFCHZROA"	"1a"	
"Coleophora ibipennella Zeller, 1849"	"Geelsnuiteikenkokermot"	"soort"	"0AHCYFCHZSOS"	"1a"	
"Coleophora juncicolella Stainton, 1851"	"Heidelootjeskokermot"	"soort"	"0AHCYFCHZTPL"	"1a"	
"Coleophora kuehnella (Goeze, 1783)"	"Blaasjes-pistoolkokermot"	"soort"	"0AHCYFCHZULR"	"1a"	
"Coleophora laricella (Hübner, 1817)"	"Larikskokermot"	"soort"	"0AHCYFCHZVMK"	"1a"	
"Coleophora lassella Staudinger, 1859"	"Greppelrusjeskokermot"	"soort"	"0AHCYFCHZWNC"	"1a"	
"Coleophora limosipennella (Duponchel, 1843)"	"Lichte iepkokermot"	"soort"	"0AHCYFCHZXNV"	"1a"	
"Coleophora lineolea (Haworth, 1828)"	"Andoornkokermot"	"soort"	"0AHCYFCHZYON"	"1a"	
"Coleophora lithargyrinella Zeller, 1849"	"Bruine muurkokermot"	"soort"	"0AHCYFCHZZPG"	"1a"	
"Coleophora lixella Zeller, 1849"	"Gouden sikkelkokermot"	"soort"	"0AHCYFCIAAPY"	"1a"	
"Coleophora lusciniaepennella (Treitschke, 1833)"	"Slanke wilgenkokermot"	"soort"	"0AHCYFCIADJP"	"1a"	
"Coleophora lutipennella (Zeller, 1838)"	"Gewone eikenkokermot"	"soort"	"0AHCYFCIAEFW"	"1a"	
"Coleophora maritimella Newman, 1863"	"Zeeruskokermot"	"soort"	"0AHCYFCIAFGP"	"1a"	
"Coleophora mayrella (Hübner, 1813)"	"Kamsprietkokermot"	"soort"	"0AHCYFCIAGHH"	"1a"	
"Coleophora milvipennis Zeller, 1839"	"Spatel-berkkokermot"	"soort"	"0AHCYFCIAHHZ"	"1a"	
"Coleophora niveicostella Zeller, 1839"	"Egale sprietkokermot"	"soort"	"0AHCYFCIAIIS"	"1a"	
"Coleophora obscenella Herrich-Schäffer, 1855"	""	"soort"	"0AHCYFCIBXZU"	"1a"	
"Coleophora ochrea (Haworth, 1828)"	"Zonneroosjeskokermot"	"soort"	"0AHCYFCIAJJK"	"1b"	
"Coleophora ochripennella Zeller, 1849"	"Geelbruine kokermot"	"soort"	"0AHCYFCIAKKD"	"1a"	
"Coleophora orbitella Zeller, 1849"	"Okergrijze kokermot"	"soort"	"0AHCYFCIALPH"	"1a"	
"Coleophora otidipennella (Hübner, 1817)"	"Vroege veldbieskokermot"	"soort"	"0AHCYFCIAMPZ"	"1a"	
"Coleophora paripennella Zeller, 1839"	""	"soort"	"0AHCYFCIANQS"	"3b"	
"Coleophora pennella (Denis & Schiffermüller, 1775)"	"Haartjeskokermot"	"soort"	"0AHCYFCIAORW"	"1a"	
"Coleophora peribenanderi Toll, 1943"	"Distelkokermot"	"soort"	"0AHCYFCIAPSO"	"1a"	
"Coleophora potentillae Elisha, 1885"	"Braamkokermot"	"soort"	"0AHCYFCIAQTH"	"1a"	
"Coleophora prunifoliae Doets, 1944"	"Prunuskokermot"	"soort"	"0AHCYFCIARTZ"	"1a"	
"Coleophora pyrrhulipennella Zeller, 1839"	"Gestreepte heidekokermot"	"soort"	"0AHCYFCIASUS"	"1a"	
"Coleophora salicorniae von Heinemann & Wocke, 1877"	"Zeekraalkokermot"	"soort"	"0AHCYFCIATVK"	"1a"	
"Coleophora salinella Stainton, 1859"	"Melkwitte meldekokermot"	"soort"	"0AHCYFCIAUWD"	"1a"	
"Coleophora saponariella Heeger, 1848"	"Zeepkruidkokermot"	"soort"	"0D4ZEAAZUT2G"	"1b"	
"Coleophora saturatella Stainton, 1850"	"Driekleurige bremkokermot"	"soort"	"0AHCYFCIAVWV"	"1a"	
"Coleophora saxicolella (Duponchel, 1843)"	"Donkere meldekokermot"	"soort"	"0AHCYFCIAWXN"	"1a"	
"Coleophora serpylletorum Hering, 1889"	"Smallijnige tijmkokermot"	"soort"	"0AHCYFCIAXYG"	"1a"	
"Coleophora serratella (Linnaeus, 1761)"	"Bruingrijze kokermot"	"soort"	"0AHCYFCIAYYY"	"1a"	
"Coleophora siccifolia Stainton, 1856"	"Grote bladkokermot"	"soort"	"0AHCYFCIBARX"	"1a"	
"Coleophora silenella Herrich-Schäffer, 1855"	""	"soort"	"0AHCYFCIBBSQ"	"1a"	
"Coleophora solitariella Zeller, 1849"	"Oranje muurkokermot"	"soort"	"0AHCYFCIBDGR"	"1a"	
"Coleophora spinella (Schrank, 1802)"	"Geelkopprunuskokermot"	"soort"	"0AHCYFCIBELW"	"1a"	
"Coleophora spiraeella Rebel, 1916"	"Spierstruikkokermot"	"soort"	"0DQ02KU5IEI6"	"1b"	
"Coleophora squalorella Zeller, 1849"	"Tweevlekkokermot"	"soort"	"0AHCYFCIBFRA"	"1b"	
"Coleophora sternipennella (Zetterstedt, 1839)"	"Ganzenvoetkokermot"	"soort"	"0AHCYFCIBGRS"	"1a"	
"Coleophora striatipennella Nylander in Tengsträm, 1848"	"Muurkokermot"	"soort"	"0AHCYFCIBHSL"	"1a"	
"Coleophora sylvaticella Wood, 1892"	"Veldbieskokermot"	"soort"	"0AHCYFCIBITD"	"1a"	
"Coleophora taeniipennella Herrich-Schäffer, 1855"	"Gestreepte ruskokermot"	"soort"	"0AHCYFCIBJTW"	"1a"	
"Coleophora tamesis Waters, 1929"	"Zompruskokermot"	"soort"	"0AHCYFCIBKUO"	"1a"	
"Coleophora tanaceti Mühlig, 1865"	"Wormkruidkokermot"	"soort"	"0AHCYFCIBLVG"	"1a"	
"Coleophora therinella Tengsträm, 1848"	"Zwaluwtongkokermot"	"soort"	"0AHCYFCIBMWK"	"1a"	
"Coleophora trifariella Zeller, 1849"	"Bremkokermot"	"soort"	"0AHCYFCIBNXD"	"1a"	
"Coleophora trifolii (Curtis, 1832)"	"Lichte metaalkokermot"	"soort"	"0AHCYFCIBOXV"	"1a"	
"Coleophora trigeminella Fuchs, 1881"	"Zuidelijke meidoornkokermot"	"soort"	"0AHCYFCIBQHL"	"1a"	
"Coleophora trochilella (Duponchel, 1843)"	"Gestreepte bijvoetkokermot"	"soort"	"0AHCYFCIBRIE"	"1a"	
"Coleophora vacciniella Herrich-Schäffer, 1861"	"Grote bosbeskokermot"	"soort"	"0AHCYFCIBSNI"	"1a"	
"Coleophora versurella Zeller, 1849"	"Bleekgestreepte meldekokermot"	"soort"	"0AHCYFCIBTOA"	"1a"	
"Coleophora vestianella (Linnaeus, 1758)"	"Zandmeldekokermot"	"soort"	"0AHCYFCIBUXQ"	"1a"	
"Coleophora vibicella (Hübner, 1813)"	"Grote goudkokermot"	"soort"	"0AHCYFCIBVYJ"	"1a"	
"Coleophora violacea (Ström, 1783)"	"Witsprietkokermot"	"soort"	"0AHCYFCIBWZB"	"1a"	
"Coleophora virgatella Zeller, 1849"	""	"soort"	"0AHCYSI00136"	"1a"	
"Coleophora vitisella Gregson, 1856"	"Kromme bosbeskokermot"	"soort"	"0AHCYFCIBZAY"	"1a"	
"Coleophora zelleriella von Heinemann, 1854"	"Goudvlerkwilgenkokermot"	"soort"	"0AHCYFCICABQ"	"1a"	
"Coleopterophagus megninii (Berlese, 1881)"	""	"soort"	"052BCKY1BMGJ"	"1a"	
"Coleosoma floridanum Banks, 1900"	""	"soort"	"0AHCYFOOTNBG"	"2d"	
"Colias alfacariensis Ribbe, 1905"	"Zuidelijke luzernevlinder"	"soort"	"0AHCYSRKDCIW"	"1b"	
"Colias chrysotheme (Esper, 1781)"	"Steppeluzernevlinder"	"soort"	"0AHCYSRKDETF"	"1b"	
"Colias crocea (Geoffroy, 1785)"	"Oranje luzernevlinder"	"soort"	"0AHCYSRKDGHG"	"1b"	
"Colias hyale (Linnaeus, 1758)"	"Gele luzernevlinder"	"soort"	"0AHCYSRKDHVU"	"1b"	
"Colias palaeno (Linnaeus, 1761)"	"Veengeeltje"	"soort"	"0AHCYSRKDJAY"	"1b"	
"Colletes cunicularius (Linnaeus, 1761)"	"Grote zijdebij"	"soort"	"0AHCYFAYUJQX"	"1a"	
"Colletes daviesanus Smith, 1846"	"Wormkruidbij"	"soort"	"0AHCYFAYUKWB"	"1a"	
"Colletes fodiens (Geoffroy, 1785)"	"Duinzijdebij"	"soort"	"0AHCYFAYUMBF"	"1a"	
"Colletes halophilus Verhoeff, 1943"	"Schorzijdebij"	"soort"	"0AHCYFAYUNGK"	"1a"	
"Colletes hederae Schmidt & Westrich, 1993"	"Klimopbij"	"soort"	"0AHCYFAYUOLO"	"1a"	
"Colletes impunctatus Nylander, 1852"	"IJszijdebij"	"soort"	"000464755559"	"1a"	
"Colletes marginatus Smith, 1846"	"Donkere zijdebij"	"soort"	"0AHCYFAYUQWI"	"1a"	
"Colletes similis Schenck, 1853"	"Zuidelijke zijdebij"	"soort"	"0AHCYFAYUSBM"	"1a"	
"Colletes succinctus (Linnaeus, 1758)"	"Heizijdebij"	"soort"	"0AHCYFAYUTGQ"	"1a"	
"Collinsia distincta (Simon, 1884)"	""	"soort"	"0AHCYFOOHPUV"	"1a"	
"Collinsia inerrans (Cambridge, 1885)"	""	"soort"	"0AHCYFOOHQIP"	"1a"	
"Collotheca ambigua (Hudson, 1883)"	""	"soort"	"0AHCYSI04776"	"1a"	
"Collotheca atrochoides (Wierzejski, 1893)"	""	"soort"	"0AHCYSI04774"	"1a"	
"Collotheca balatonica Varga, 1936"	""	"soort"	"0AHCYSI04773"	"1a"	
"Collotheca calva (Hudson, 1885)"	""	"soort"	"0AHCYSI04770"	"1a"	
"Collotheca campanulata (Dobie, 1849)"	""	"soort"	"0AHCYSI04772"	"1a"	
"Collotheca edentata (Collins, 1872)"	""	"soort"	"0AHCYSI04767"	"1a"	
"Collotheca mutabilis (Hudson, 1885)"	""	"soort"	"0AHCYSI04784"	"1a"	
"Collotheca ornata (Ehrenberg, 1832)"	""	"soort"	"0AHCYSI04779"	"1a"	
"Collotheca pelagica (Rousselet, 1893)"	""	"soort"	"0AHCYSI04778"	"1a"	
"Collotheca rasmae Berzins, 1951"	""	"soort"	"0AHCYSI04781"	"1a"	
"Collotheca tenuilobata (Anderson, 1889)"	""	"soort"	"0AHCYSI04782"	"1a"	
"Collyria coxator (Villers, 1789)"	""	"soort"	"0AHCYFATTWLN"	"1a"	
"Collyricloides massanae Vaucher, 1969"	""	"soort"	"026C65254BE4"	"1a"	
"Colobaea bifasciella (Fallén, 1820)"	""	"soort"	"0AHCYFBLGXKP"	"1a"	
"Colobaea distincta (Meigen, 1830)"	""	"soort"	"0AHCYFBLGYPT"	"1a"	
"Colobaea pectoralis (Zetterstedt, 1847)"	""	"soort"	"0AHCYFBLGZQL"	"1a"	
"Colobaea punctata (Lundbeck, 1923)"	""	"soort"	"0AHCYFBLHBAB"	"1a"	
"Colobochyla salicalis (Denis & Schiffermüller, 1775)"	"Booglijnuil"	"soort"	"0AHCYFCLSIMC"	"1a"	
"Colobopsis truncatus (Spinola, 1808)"	"Raspkopmier"	"soort"	"000000025039"	"2d"	
"Colobostema nigripenne (Meigen, 1830)"	""	"soort"	"0AHCYFBKZLDK"	"1a"	
"Colobostema triste (Zetterstedt, 1850)"	""	"soort"	"0AHCYFBKZMEC"	"1a"	
"Colocasia coryli (Linnaeus, 1758)"	"Hazelaaruil"	"soort"	"0AHCYFCLSKEQ"	"1a"	
"Coloceras damicornis (Nitzsch, 1866)"	""	"soort"	"0AHCYSI03301"	"1a"	
"Coloceras sofioticus Eichler, 1950"	""	"soort"	"031727B84DBE"	"1a"	
"Colomerus vitis (Pagenstecher, 1857)"	"Druivenmijt"	"soort"	"0AHCYSI10225"	"1a"	
"Colon angulare Erichson, 1837"	""	"soort"	"0AHCYFBSSFUD"	"1a"	
"Colon appendiculatum (Sahlberg, 1822)"	""	"soort"	"0AHCYFBSSGQJ"	"1a"	
"Colon barnevillei Kraatz, 1858"	""	"soort"	"0953035C4EA0"	"1"	
"Colon bidentatum (Sahlberg, 1822)"	""	"soort"	"0AHCYFBSSHRC"	"1a"	
"Colon brunneum (Latreille, 1807)"	""	"soort"	"0AHCYFBSSINJ"	"1a"	
"Colon calcaratum Erichson, 1837"	""	"soort"	"0AHCYFBSSJJP"	"1a"	
"Colon dentipes (Sahlberg, 1822)"	""	"soort"	"0AHCYFBSSKKI"	"1a"	
"Colon latum Kraatz, 1850"	""	"soort"	"0AHCYFBSSLGO"	"1a"	
"Colon serripes (Sahlberg, 1822)"	""	"soort"	"0AHCYFBSSMHH"	"1a"	
"Colon viennense Herbst, 1797"	""	"soort"	"0AHCYFBSSNDO"	"1a"	
"Colon zebei Kraatz, 1854"	""	"soort"	"0A64288E47ED"	"1"	
"Coloneura dice (Nixon, 1943)"	""	"soort"	"0AHCYFARWOPN"	"3c"	
"Coloneurella lomnickii (Niezabitowskii, 1910)"	""	"soort"	"0AHCYFARWQMN"	"1a"	
"Colopha compressa (Koch, 1856)"	"Hanekamgalluis"	"soort"	"0BF4BX2HD9UR"	"1a"	
"Coloradoa absinthii (Lichtenstein, 1885)"	""	"soort"	"0AHCYSI00918"	"1a"	
"Coloradoa achilleae Hille Ris Lambers, 1939"	""	"soort"	"0AHCYSI00909"	"1a"	
"Coloradoa artemisiae (Del Guercio, 1913)"	"Kleine bijvoetluis"	"soort"	"0AHCYSI00897"	"1a"	
"Coloradoa rufomaculata (Wilson, 1908)"	"Kleine chrysanteluis"	"soort"	"0AHCYSI00895"	"1a"	
"Coloradoa tanacetina (Walker, 1850)"	""	"soort"	"0AHCYSI00911"	"1a"	
"Colostygia multistrigaria (Haworth, 1809)"	"Vroege walstrospanner"	"soort"	"0AHCYFCJVKFV"	"1a"	
"Colostygia olivata (Denis & Schiffermüller, 1775)"	"Groene bergspanner"	"soort"	"0AHCYFCJVLLA"	"1a"	
"Colostygia pectinataria (Knoch, 1781)"	"Kleine groenbandspanner"	"soort"	"0AHCYFCJVNDN"	"1a"	
"Colotois pennaria (Linnaeus, 1761)"	"Gepluimde spanner"	"soort"	"0AHCYFCJVPNV"	"1a"	
"Colotrechnus viridis (Masi, 1921)"	""	"soort"	"0AHCYSI00418"	"1a"	
"Colpocephalum nanum Piaget, 1890"	""	"soort"	"014802A4427F"	"1a"	
"Colpocephalum semicinctum Rudow, 1866"	""	"soort"	"02FDAFE54196"	"1a"	
"Colpocephalum zebra Burmeister, 1838"	""	"soort"	"0AHCYSI03318"	"1a"	
"Colpoclypeus florus (Walker, 1839)"	""	"soort"	"0AHCYFAZYXWK"	"1a"	
"Colpodia angustipennis (Winnertz, 1853)"	""	"soort"	"0AHCYFBDDEVJ"	"3b"	
"Colpodia pallidula Van der Wulp, 1874"	""	"soort"	"0AHCYFBDDJHO"	"1a"	
"Colpognathus celerator (Gravenhorst, 1807)"	""	"soort"	"0AHCYFATTYRK"	"1a"	
"Colpognathus divisus Thomson, 1891"	""	"soort"	"0AHCYFATUBPB"	"1a"	
"Colpotrochia cincta (Scopoli, 1763)"	""	"soort"	"0AHCYFATUDMM"	"1a"	
"Columba livia Gmelin, 1789"	""	"soort"	"000464941410"	"2a"	
"Columba oenas Linnaeus, 1758"	"Holenduif"	"soort"	"000464941417"	"1a"	
"Columba palumbus Linnaeus, 1758"	"Houtduif"	"soort"	"000464941424"	"1a"	
"Columbicola bacillus (Giebel, 1866)"	""	"soort"	"0AHCYSI03452"	"1a"	
"Columbicola columbae (Linnaeus, 1758)"	""	"soort"	"0AHCYSI03444"	"1a"	
"Columella aspera Waldén, 1966"	"Ruwe korfslak"	"soort"	"0AHCYFEPSDXV"	"1a"	
"Columella edentula (Draparnaud, 1805)"	"Tandloze korfslak"	"soort"	"000486765972"	"1a"	
"Colurella adriatica Ehrenberg, 1831"	""	"soort"	"0AHCYSI05189"	"1a"	
"Colurella dicentra (Gosse, 1887)"	""	"soort"	"0AHCYSI05182"	"1a"	
"Colurella hindenburgi Steinecke, 1917"	""	"soort"	"0AHCYSI05179"	"1a"	
"Colurella obtusa (Gosse, 1886)"	""	"soort"	"0AHCYSI05180"	"1a"	
"Colurella paludosa Carlin, 1939"	""	"soort"	"0AHCYSI05181"	"1a"	
"Colurella tesselata (Glascott, 1893)"	""	"soort"	"0AHCYSI05183"	"1a"	
"Colurella uncinata (Müller, 1773)"	""	"soort"	"0AHCYSI05184"	"1a"	
"Colus gracilis (Da Costa, 1778)"	"Gewone slanke noordhoren"	"soort"	"0AHCYSI11340"	"1a"	
"Colus islandicus (Mohr, 1786)"	"IJslandse slanke noordhoren"	"soort"	"01BJ39VCV2F2"	"1a"	
"Colus jeffreysianus (Fischer, 1868)"	"Gezwollen slanke noordhoren"	"soort"	"0AHCYSI11341"	"1a"	
"Colydium elongatum (Fabricius, 1787)"	""	"soort"	"0AHCYFBSSYZD"	"1a"	
"Colymbetes fuscus (Linnaeus, 1758)"	"Bruine duiker"	"soort"	"0AHCYFBUAAIL"	"1a"	
"Colymbetes paykulli Erichson, 1837"	""	"soort"	"0AHCYFBUABJP"	"1a"	
"Comaroma simoni Bertkau, 1889"	"Harnasspinnetje"	"soort"	"0AHCYFOOCEHD"	"1a"	
"Combocerus glaber (Schaller, 1783)"	""	"soort"	"0AHCYFBUKMLI"	"1a"	
"Comibaena bajularia (Denis & Schiffermüller, 1775)"	"Gevlekte zomervlinder"	"soort"	"0AHCYFCJWBSJ"	"1a"	
"Commophila aeneana (Hübner, 1800)"	"Koningsmantelmot"	"soort"	"0AHCYFCNDVAW"	"1a"	
"Compsidolon salicellum (Herrich-Schaeffer, 1841)"	""	"soort"	"0AHCYSICJOKX"	"1a"	
"Compsilura concinnata (Meigen, 1824)"	""	"soort"	"0AHCYFBMZZWA"	"1a"	
"Conchapelopia melanops (Meigen, 1818)"	""	"soort"	"0AHCYFBEHKLV"	"1a"	
"Conchapelopia pallidula (Meigen, 1818)"	""	"soort"	"0AHCYFBEHLMO"	"1a"	
"Conchapelopia triannulata (Goetghebuer, 1921)"	""	"soort"	"0IYLIPXES063"	"1a"	
"Conchoderma auritum (Linnaeus, 1767)"	"Geoorde eendemossel"	"soort"	"0AHCYSI11681"	"2d"	
"Conchoderma virgatum (Spengler, 1790)"	"Gestreepte eendemossel"	"soort"	"0AHCYSI11682"	"2d"	
"Conchogneta delacarlica (Dyrdowska, 1929)"	""	"soort"	"0AHCYSI10345"	"1a"	
"Conchyloctenia signatipennis (Boheman, 1854)"	""	"soort"	"0F7DA7584E7B"	"2d"	
"Conciella cryptostigmatia (Nitzsch, 1861)"	""	"soort"	"060C1F644DB0"	"1a"	
"Conger conger (Linnaeus, 1758)"	"Kongeraal"	"soort"	"000455864190"	"1b"	
"Congericola pallida Van Beneden, 1854"	""	"soort"	"043JJYE267GZ"	"1a"	
"Conicera dauci (Meigen, 1830)"	""	"soort"	"0AHCYFBJOMCT"	"1a"	
"Conicera floricola Schmitz, 1938"	""	"soort"	"0AHCYFBJOOEE"	"1a"	
"Conicera schnittmanni Schmitz, 1926"	""	"soort"	"0AHCYFBJOSHA"	"1a"	
"Conicera similis (Haliday, 1833)"	""	"soort"	"0AHCYFBJOTHS"	"1a"	
"Conicera tarsalis Schmitz, 1920"	""	"soort"	"0AHCYFBJOUIK"	"1a"	
"Conicera tibialis Schmitz, 1925"	""	"soort"	"0AHCYFBJOVJD"	"1a"	
"Coniocleonus hollbergii (Fåhraeus, 1842)"	"Grote grijze heidesnuitkever"	"soort"	"0AHCYFBTDMYZ"	"1a"	
"Coniocleonus nebulosus (Linnaeus, 1758)"	""	"soort"	"0AHCYFBTDNZS"	"1a"	
"Coniophora autumnalis (Mamaev, 1961)"	""	"soort"	"0AHCYFBDGAFI"	"1a"	
"Coniophora graminicola Nijveldt, 1959"	""	"soort"	"0AHCYFBDDLAB"	"1a"	
"Coniopteryx borealis Tjeder, 1930"	""	"soort"	"0AHCXTPDLSZU"	"1a"	
