Synonym,Taxon
"Pteroptus plecotinus Koch, 1839","Spinturnix plecotinus (Koch, 1839)"
"Spinturnix plecoti Oudemans, 1902","Spinturnix plecotinus (Koch, 1839)"
"Carduelis spinus (Linnaeus, 1758)","Spinus spinus (Linnaeus, 1758)"
"Paraspio decorata (Bobretzky, 1870)","Spio decorata Bobretzky, 1870"
"Spio decoratus Bobretzky, 1870","Spio decorata Bobretzky, 1870"
"Chrysallida pellucida (Dillwyn, 1817)","Spiralinella spiralis (Montagu, 1803)"
"Pomatoceros lamarcki (Quatrefages, 1866)","Spirobranchus lamarcki (Quatrefages, 1866)"
"Pomatoceros triqueter (Linnaeus, 1758)","Spirobranchus triqueter (Linnaeus, 1758)"
"Spirontocaris lilljeborgii (Danielssen, 1859)","Spirontocaris liljeborgii (Danielssen, 1859)"
"Spiroris borealis Daudin, 1800","Spirorbis spirorbis (Linnaeus, 1758)"
"Bayeria capitigena (Bremi, 1847)","Spurgia euphorbiae (Vallot, 1837)"
"Dasineura subpatula (Bremi, 1847)","Spurgia euphorbiae (Vallot, 1837)"
"Spurgia capitigena (Bremi, 1847)","Spurgia euphorbiae (Vallot, 1837)"
"Leuciscus cephalus (Linnaeus, 1758)","Squalius cephalus (Linnaeus, 1758)"
"Bruchus bixae Drapiez, 1820","Stator bixae (Drapiez, 1820)"
"Dipurena gemmifera Forbes, 1848","Stauridiosarsia gemmifera (Forbes, 1848)"
"Sarsia gemmifera Forbes, 1848","Stauridiosarsia gemmifera (Forbes, 1848)"
"Coryne producta (Wright, 1858)","Stauridiosarsia producta (Wright, 1858)"
"Sarsia producta (Wright, 1858)","Stauridiosarsia producta (Wright, 1858)"
"Stearibia foveolata (Meigen, 1826)","Stearibia nigriceps (Meigen, 1826)"
"Acarus musculi Schrank, 1803","Steatonyssus musculi (Schrank, 1803)"
"Ceratonyssus occidentalis Ewing, 1933","Steatonyssus occidentalis (Ewing, 1933)"
"Stegana curvinervis (Fallen, 1823)","Stegana furta (Linnaeus, 1758)"
"Steganacarus karamani Tarman, 1962","Steganacarus anomalus (Berlese, 1883)"
"Phthiracarus berlesei Oudemans, 1915","Steganacarus applicatus (Sellnick, 1920)"
"Steganacarus punctulatus Sergenko, 1985","Steganacarus spinosus (Sellnick, 1920)"
"Stegopterna richteri Enderlein, 1930","Stegopterna trigonium (Lundstrom, 1911)"
"Stegopterna trigonium (Lundstrom, 1911)","Stegopterna trigonium (Lundstrom, 1911)"
"Stemonocera abrotani (Meigen, 1826)","Stemonocera cornuta (Scopoli, 1772)"
"Stempellinella minor (Edwards, 1929)","Stempellinella edwardsi Spies et Sther, 2004"
"Sminthurides stachi Jeannenot, 1955","Stenacidia violacea (Reuter, 1881)"
"Stenacis triradiatus (Nalepa, 1892)","Stenacis triradiata (Nalepa, 1892)"
"Stenochironomus occultus Kieffer, 1924","Stenochironomus gibbus (Fabricius, 1794)"
"Stenochironomus tubanticus (Kruseman, 1933)","Stenochironomus hibernicus (Edwards, 1929)"
"Anisorus quercus (Gotz, 1783)","Stenocorus quercus (Gotz, 1783)"
"Ischnochiton albus (Linnaeus, 1767)","Stenosemus albus (Linnaeus, 1767)"
"Stenosemus albus (Linnaeus, 1767)","Stenosemus albus (Linnaeus, 1767)"
"Geophilus linearis Koch, 1835","Stenotaenia linearis (Koch, 1835)"
"Leptura bifasciata Muller, 1776","Stenurella bifasciata (Muller, 1776)"
"Leptura melanura Linnaeus, 1758","Stenurella melanura (Linnaeus, 1758)"
"Leptura nigra Linnaeus, 1758","Stenurella nigra (Linnaeus, 1758)"
"Stenus foraminosus Erichson, 1840","Stenus atratulus Erichson, 1839"
"Stenus vafellus Erichson, 1839","Stenus cautus Erichson, 1839"
"Stenus rogeri Kraatz, 1857","Stenus providus Erichson, 1839"
"Catharacta skua Brunnich, 1764","Stercorarius skua (Brunnich, 1764)"
"Thalasseus acuflavidus (Cabot, 1847)","Sterna acuflavida Cabot, 1847"
"Thalasseus sandvicensis (Latham, 1787)","Sterna sandvicensis Latham, 1787"
"Sterna albifrons Pallas, 1764","Sternula albifrons (Pallas, 1764)"
"Gibbula cineraria (Linnaeus, 1758)","Steromphala cineraria Linnaeus, 1758"
"Gibbula pennanti (Philippi, 1846)","Steromphala pennanti Philippi, 1846"
"Gibbula umbilicalis (Da Costa, 1778)","Steromphala umbilicalis (Da Costa, 1778)"
"Mecostethus grossus (Linnaeus, 1758)","Stethophyma grossum (Linnaeus, 1758)"
"Stethorus pusillus (Herbst, 1797)","Stethorus punctillum (Weise, 1891)"
"Stevenia melania (Meigen, 1826)","Stevenia atramentaria (Meigen, 1824)"
"Stictochironomus histrio (Fabricius, 1794)","Stictochironomus sticticus (Fabricius, 1781)"
"Corymbia cordigera (Fuessly , 1775)","Stictoleptura cordigera (Fuessly , 1775)"
"Corymbia rubra (Linnaeus, 1758)","Stictoleptura rubra (Linnaeus, 1758)"
"Corymbia scutellata (Fabricius , 1781)","Stictoleptura scutellata (Fabricius , 1781)"
"Stegohornera violacea (Sars, 1863)","Stigmatoechos violacea (Sars, 1863)"
"Stigmella ulmariae (Wocke, 1879)","Stigmella filipendulae (Wocke, 1871)"
"Stilobezzia pseudochracea (De Meijere, 1928)","Stilobezzia gracilis (Haliday, 1833)"
"Leptura attenuata Linnaeus, 1758","Strangalia attenuata (Linnaeus, 1758)"
"Laelaps miles Berlese, 1892","Stratiolaelaps miles (Berlese, 1892)"
"Cosmolaelaps scimitus Womersley, 1956","Stratiolaelaps scimitus (Womersley, 1956)"
"Stratiomys strigata Fabricius, 1781","Stratiomys longicornis (Scopoli, 1763)"
"Stratiomys furcata Fabricius, 1794","Stratiomys singularior (Harris, 1776)"
"Stricticomus tobias (Marseul, 1879)","Stricticollis tobias (Marseul, 1879)"
"Stromatium fulvum (Villers, 1789)","Stromatium unicolor (Olivier, 1800)"
"Strombocerina delicatula (Fallen, 1808)","Stromboceros delicatulus (Fallen, 1808)"
"Cletodes buchholtzi Boeck, 1873","Strongylacron buchholtzi (Boeck, 1873)"
"Strongylogaster lineata (Christ, 1791)","Strongylogaster multifasciata (Geoffroy, 1785)"
"Pteronyssoides subtruncatus (Trouessart, 1885)","Sturnotrogus subtruncatus (Trouessart, 1885)"
"Pteronyssus subtruncatus (Trouessart, 1885)","Sturnotrogus subtruncatus (Trouessart, 1885)"
"Pteronyssus subtruncatus Trouessart, 1885","Sturnotrogus truncatus (Trouessart, 1885)"
"Acronicta megacephala (Denis & Schiffermuller, 1775)","Subacronicta megacephala (Denis & Schiffermuller, 1775)"
"Suctobelba trigona f. granulata Van der Hammen, 1952","Suctobelba granulata Van der Hammen, 1952"
"Xenillus subtrigonus Oudemans, 1917","Suctobelbella subtrigona (Oudemans, 1900)"
"Suillia zetterstedti (Loew, 1862)","Suillia bicolor (Zetterstedt, 1838)"
"Suillia paraeusta (Meigen, 1830)","Suillia flava (Meigen, 1830)"
"Suillia rufa (Fallen, 1820)","Suillia flava (Meigen, 1830)"
"Suillia montana (Loew, 1862)","Suillia fuscicornis (Zetterstedt, 1847)"
"Suillia inornata (Loew, 1862)","Suillia humilis (Meigen, 1830)"
"Suillia pectoralis (Loew, 1862)","Suillia notata (Meigen, 1830)"
"Suillia olens (Meigen, 1830)","Suillia pallida (Fallen, 1820)"
"Suillia testacea (Zetterstedt, 1838)","Suillia pallida (Fallen, 1820)"
"Sulcacis affinis (Gyllenhal, 1827)","Sulcacis nitidus (Fabricius, 1792)"
"Hypophyllus crinipes (Staeger, 1842)","Sybistroma crinipes Staeger, 1842"
"Hypophyllus discipes (Germar, 1821)","Sybistroma discipes (Germar, 1821)"
"Hypophyllus obscurellus (Fallen, 1823)","Sybistroma obscurellus (Fallen, 1823)"
"Scypha ciliata (Fabricius, 1780)","Sycon ciliatum (Fabricius, 1780)"
"Sycon scaldiensis (Van Koolwijk, 1982)","Sycon scaldiense (Van Koolwijk, 1982)"
"Typosyllis cornuta (Rathke, 1843)","Syllis cornuta Rathke, 1843"
"Sylvia inorata Tschusi, 1906","Sylvia inornata Tschusi, 1906"
"Sylvia moltonii Orlando, 1937","Sylvia subalpina Temminck, 1820"
"Symmerus apicalis (Winnertz, 1852)","Symmerus annulatus (Meigen, 1830)"
"Symmerus flavus (Zetterstedt, 1851)","Symmerus annulatus (Meigen, 1830)"
"Sympecma annulata (Selys, 1877)","Sympecma paedisca (Brauer, 1877)"
"Sympecma braueri Bianchi, 1904","Sympecma paedisca (Brauer, 1877)"
"Sympecma striata St. Quentin, 1963","Sympecma paedisca (Brauer, 1877)"
"Sympetrum scoticum (Donovan, 1811)","Sympetrum danae (Sulzer, 1776)"
"Crenilabrus bailloni Valenciennes, 1839","Symphodus bailloni (Valenciennes, 1839)"
"Crenilabrus melops (Linnaeus, 1758)","Symphodus melops (Linnaeus, 1758)"
"Pnigalio coecilius (Walker, 1839)","Sympiesis acalle (Walker, 1848)"
"Pnigalio lucumo (Walker, 1839)","Sympiesis acalle (Walker, 1848)"
"Sympiesis sandanis Walker, 1839","Sympiesis notata (Zetterstedt, 1838)"
"Symplecta punctipennis (Meigen, 1818)","Symplecta hybrida (Meigen, 1804)"
"Sympycnus annulipes (Meigen, 1824)","Sympycnus pulicarius (Fallen, 1823)"
"Sympycnus desoutteri Parent, 1925","Sympycnus pulicarius (Fallen, 1823)"
"Cicones variegatus (Hellwig, 1792)","Synchita variegata Hellwig, 1792"
"Synchthonius boschmai Van der Hammen, 1952","Synchthonius crenulatus (Jacot, 1938)"
"Synaema globosum (Fabricius, 1775)","Synema globosum (Fabricius, 1775)"
"Hadwenius tursionis (Marchi, 1873)","Synthesium tursionis (Marchi, 1873)"
"Metabletus obscuroguttatus (Duftschmid, 1812)","Syntomus obscuroguttatus (Duftschmid, 1812)"
"Metabletus pallipes (Dejean, 1825)","Syntomus pallipes (Dejean, 1825)"
"Bathycranium bicolorellum (Zetterstedt, 1843)","Syntormon bicolorellum (Zetterstedt, 1843)"
"Syntormon monilis (Haliday, 1851)","Syntormon monile (Haliday, 1851)"
"Syntormon rufipes (Meigen, 1824)","Syntormon pumilus (Meigen, 1824)"
"Syritta obscuripes Strobl, 1899","Syritta pipiens (Linnaeus, 1758)"
"Systenus tener Loew, 1859","Systenus bipartitus (Loew, 1850)"
"Systoechus ctenophorus (Mikan, 1796)","Systoechus ctenopterus (Mikan, 1796)"
"Systoechus sulphureus (Mikan, 1796)","Systoechus ctenopterus (Mikan, 1796)"
"Tachina tessellata (Fabricius, 1794)","Tachina magnicornis (Zetterstedt, 1844)"
"Tachinus signatus Gravenhorst, 1802","Tachinus rufipes (Linnaeus, 1758)"
"Tachydromia cimicoides (Fabricius, 1781)","Tachydromia arrogans (Linnaeus, 1761)"
"Tachydromia albitarsis (Zetterstedt, 1838)","Tachydromia umbrarum Haliday, 1833"
"Tachypeza nervosa (Meigen, 1822)","Tachypeza fuscipennis (Fallen, 1815)"
"Tachysiphonella flavella (Zetterstedt, 1848)","Tachysiphonella pygmaea (Meigen, 1838)"
"Crassadoma pusio (Linnaeus, 1758)","Talochlamys pusio (Linnaeus, 1758)"
"Eutamias sibiricus (Laxmann, 1769)","Tamias sibiricus (Laxmann, 1769)"
"Tanytarsus samboni Edwards, 1929","Tanytarsus debilis (Meigen, 1830)"
"Tanytarsus giltayi Goetghebuer, 1934","Tanytarsus gracilentus (Holmgren, 1883)"
"Tanytarsus radens Kruger, 1944","Tanytarsus gracilentus (Holmgren, 1883)"
"Tanytarsus macrosandalum Kieffer, 1925","Tanytarsus gregarius Kieffer, 1909"
"Tanytarsus holochloris Edwards, 1929","Tanytarsus mendax Kieffer, 1925"
"Tanytarsus holochlorus Edwards, 1929","Tanytarsus mendax Kieffer, 1925"
"Tanytarsus silvaticus (Van der Wulp, 1859)","Tanytarsus sylvaticus (Van der Wulp, 1859)"
"Tanytarsus fimbriatus Reiss & Fittkau, 1971","Tanytarsus volgensis Miseiko, 1967"
"Ocypus ater (Gravenhorst, 1802)","Tasgius ater (Gravenhorst, 1802)"
"Ocypus globulifer (Geoffroy, 1785)","Tasgius globulifer (Geoffroy, 1785)"
"Ocypus melanarius (Heer, 1839)","Tasgius melanarius (Heer, 1839)"
"Ocypus minax Mulsant & Rey, 1861","Tasgius minax (Mulsant & Rey, 1861)"
"Staphylinus minax (Mulsant & Rey, 1861)","Tasgius minax (Mulsant & Rey, 1861)"
"Ocypus compressus (Marsham, 1802)","Tasgius morsitans (Rossi, 1790)"
"Ocypus pedator (Gravenhorst, 1802)","Tasgius pedator (Gravenhorst, 1802)"
"Ocypus winkleri (Bernhauer, 1906)","Tasgius winkleri (Bernhauer, 1906)"
"Caenorhinus aequatus (Linnaeus, 1767)","Tatianaerhynchites aequatus (Linnaeus, 1767)"
"Enophrys bubalis (Euphrasen, 1786)","Taurulus bubalis (Euphrasen, 1786)"
"Taxigramma frivaldzkii Schiner, 1862","Taxigramma elegantula (Zetterstedt, 1844)"
"Taxigramma zetterstedtii (Rondani, 1856)","Taxigramma hilarella (Zetterstedt, 1844)"
"Taxigramma dira (Robineau-Desvoidy, 1830)","Taxigramma stictica (Meigen, 1830)"
"Taxigramma siphonina (Zetterstedt, 1844)","Taxigramma stictica (Meigen, 1830)"
"Technomyrmex foreli Emery, 1893","Technomyrmex pallipes (Smith, 1876)"
"Teladorsagia davtiani Andreeva & Satubaldin in Skrjabin, Shikhobalova & Shults, 1954","Teladorsagia circumcincta (Stadelmann, 1894)"
"Teladorsagia trifurcata (Ransom, 1907)","Teladorsagia circumcincta (Stadelmann, 1894)"
"Pselaphorhynchites longiceps (Thomson, 1888)","Temnocerus longiceps (Thomson, 1888)"
"Pselaphorhynchites nanus (Paykull, 1792)","Temnocerus nanus (Paykull, 1792)"
"Pselaphorhynchites tomentosus (Gyllenhal, 1839)","Temnocerus tomentosus (Gyllenhal, 1839)"
"Leptothorax affinis Mayr, 1855","Temnothorax affinis (Mayr, 1855)"
"Leptothorax albipennis (Curtis, 1854)","Temnothorax albipennis (Curtis, 1854)"
"Leptothorax tuberointerruptus Bondroit, 1918","Temnothorax albipennis (Curtis, 1854)"
"Temnothorax tuberointerruptus (Bondroit, 1918)","Temnothorax albipennis (Curtis, 1854)"
"Leptothorax nigriceps Mayr, 1855","Temnothorax nigriceps (Mayr, 1855)"
"Leptothorax nylanderi (Forster, 1850)","Temnothorax nylanderi (Forster, 1850)"
"Leptothorax unifasciatus (Latreille, 1798)","Temnothorax unifasciatus (Latreille, 1798)"
"Elinora baetica (Spinola, 1843)","Tenthredo baetica Spinola, 1843"
"Tenthredo albicorne Fabricius, 1781","Tenthredo crassa Scopoli, 1763"
"Elinora flaveola (Gmelin, 1790)","Tenthredo flaveola (Gmelin, 1790)"
"Elinora koehleri (Klug, 1817)","Tenthredo koehleri Klug, 1817"
"Tenthredopsis excisa (Thomson, 1870)","Tenthredopsis ornata (Serville, 1823)"
"Tephritis conjuncta (Loew, 1844)","Tephritis neesii (Meigen, 1826)"
"Tephritis nesii (Meigen, 1826)","Tephritis neesii (Meigen, 1826)"
"Tephrochlamys canescens (Meigen, 1830)","Tephrochlamys rufiventris (Meigen, 1830)"
"Terellia cornuta (Fabricius, 1794)","Terellia ceratocera (Hendel, 1913)"
"Tetanocera unicolor Loew, 1847","Tetanocera fuscinervis (Zetterstedt, 1838)"
"Lathrobium angustatum Lacordaire, 1835","Tetartopeus angustatus (Lacordaire, 1835)"
"Lathrobium quadratum (Paykull, 1789)","Tetartopeus quadratus (Paykull, 1789)"
"Lathrobium rufonitidum Reitter, 1909","Tetartopeus rufonitidus (Reitter, 1909)"
"Lathrobium terminatum Gravenhorst, 1802","Tetartopeus terminatus (Gravenhorst, 1802)"
"Tethina cinerea Loew, 1862","Tethina grisea (Fallen, 1823)"
"Tethina latigenis (Becker, 1907)","Tethina grisea (Fallen, 1823)"
"Tethina griseola (Van der Wulp, 1871)","Tethina illota Haliday, 1838"
"Tetragoneura distincta Winnertz, 1846","Tetragoneura sylvatica Curtis, 1837"
"Tetralonia macroglossa (Illiger, 1806)","Tetralonia malvae (Rossi, 1790)"
"Tetramesa ruschkai Hedicke, 1921","Tetramesa brevicornis (Walker, 1832)"
"Sycophila cooperi (Curtis, 1831)","Tetramesa fulvicollis (Walker, 1832)"
"Sycophila signata (Nees, 1834)","Tetramesa fulvicollis (Walker, 1832)"
"Anergates atratulus (Schenck, 1852)","Tetramorium atratulus (Schenck, 1852)"
"Acarus telarius Linnaeus, 1758","Tetranychus urticae Koch, 1836"
"Tetranychus aspidistrae Oudemans, 1931","Tetranychus urticae Koch, 1836"
"Tetranychus choisyae Oudemans, 1931","Tetranychus urticae Koch, 1836"
"Tetranychus fragariae Oudemans, 1931","Tetranychus urticae Koch, 1836"
"Tetranychus fransseni Oudemans, 1931","Tetranychus urticae Koch, 1836"
"Tetranychus stellariae Oudemans, 1931","Tetranychus urticae Koch, 1836"
"Tetranychus violae Oudemans, 1931","Tetranychus urticae Koch, 1836"
"Lyrurus tetrix (Linnaeus, 1758)","Tetrao tetrix Linnaeus, 1758"
"Torpedo nobiliana Bonaparte, 1835","Tetronarce nobiliana (Bonaparte, 1835)"
"Tettigometra obliqua (Panzer, 1799)","Tettigometra leucophaea (Preyssler, 1792)"
"Thaneroclerus buqueti (Lefebvre, 1835)","Thaneroclerus buquet (Lefebvre, 1835)"
"Caulleriella killariensis (Southern, 1914)","Tharyx killariensis (Southern, 1914)"
"Thaumatomyia circumdata (Meigen, 1830)","Thaumatomyia notata (Meigen, 1830)"
"Thecophora pusilla (Meigen, 1824)","Thecophora cinerascens (Meigen, 1804)"
"Thecophora melanopa Rondani, 1857","Thecophora distincta (Wiedemann in Meigen, 1824)"
"Thecophora sundewalli (Zetterstedt, 1844)","Thecophora fulvipes (Robineau-Desvoidy, 1830)"
"Thelymorpha vertiginosa (Fallen, 1820)","Thelymorpha marmorata (Fabricius, 1805)"
"Themira crassiseta (Duda, 1926)","Themira annulipes (Meigen, 1826)"
"Themira curvipes Van der Wulp, 1864","Themira leachi (Meigen, 1826)"
"Themira umbripennis Van der Wulp, 1871","Themira leachi (Meigen, 1826)"
"Themira dentimana Van der Wulp, 1864","Themira lucida (Staeger in Schidte, 1844)"
"Themira consobrina Van der Wulp, 1871","Themira minor (Haliday, 1833)"
"Themira ciliata (Staeger in Schidte, 1844)","Themira superba (Haliday, 1833)"
"Perilampus micans Dalman, 1820","Theocolax elegans (Westwood, 1874)"
"Theonina corvix (Simon, 1881)","Theonina cornix (Simon, 1881)"
"Thereva subfasciata Schummel, 1839","Thereva cinifera Meigen, 1830"
"Thereva bipunctata Meigen, 1820","Thereva unica (Harris, 1780)"
"Pherusa flabellata (Sars in Sars, 1872)","Therochaeta flabellata (Sars in Sars, 1872)"
"Euzonus flabelligerus (Ziegelmeier, 1955)","Thoracophelia flabellifera Ziegelmeier, 1955"
"Thracia papyracea (Poli, 1791)","Thracia phaseolina (Poli, 1791)"
"Thricops varians (Zetterstedt, 1838)","Thricops diaphanus (Wiedemann, 1817)"
"Thripomorpha collini (Cook, 1969)","Thripomorpha bifida (Zilahi-Sebess, 1956)"
"Thripomorpha edwardsi (Collin, 1954)","Thripomorpha paludicola Enderlein, 1905"
"Thryogenes atrirostris Lohse, 1992","Thryogenes fiorii Zumpt, 1928"
"Dymella articulata (Pallas, 1766)","Thuiaria articulata (Pallas, 1766)"
"Histiogaster corticalis (Michael, 1885)","Thyreophagus corticalis (Michael, 1885)"
"Tyroglyphus corticalis Michael, 1885","Thyreophagus corticalis (Michael, 1885)"
"Acarus entomophagus Laboulbene & Robin, 1862","Thyreophagus entomophagus (Laboulbene & Robin, 1862)"
"Histiogaster entomophagus (Laboulbene & Robin, 1862)","Thyreophagus entomophagus (Laboulbene & Robin, 1862)"
"Crocisa scutellaris (Fabricius, 1781)","Thyreus orbatus (Lepeletier, 1841)"
"Neobrachiella impudica (Von Nordmann, 1832)","Thysanote impudica (Von Nordmann, 1832)"
"Tipula anonyma Bergroth, 1889","Tipula confusa Van der Wulp, 1883"
"Tipula marmorata Meigen, 1818","Tipula confusa Van der Wulp, 1883"
"Tipula longicornis Curtis, 1834","Tipula flavolineata Meigen, 1804"
"Tipula dilatata Schummel, 1833","Tipula laetabilis Zetterstedt, 1838"
"Tipula ochracea Meigen, 1804","Tipula lunata Linnaeus, 1758"
"Tipula marginata Meigen, 1818","Tipula marginella Theowald, 1980"
"Tipula gigantea Schrank, 1776","Tipula maxima Poda, 1761"
"Tipula rubripes Schummel, 1833","Tipula nubeculosa Meigen, 1804"
"Tipula rufipennis Meigen, 1830","Tipula pabulina Meigen, 1818"
"Tipula fimbriata Meigen, 1818","Tipula paludosa Meigen, 1830"
"Tipula submensoda Tjeder, 1941","Tipula paludosa Meigen, 1830"
"Tipula solstitialis Westhoff, 1879","Tipula pierrei Tonnoir, 1921"
"Tipula hortulana Meigen, 1818","Tipula pseudovariipennis Czizek, 1912"
"Tipula czizeki De Jong, 1925","Tipula subcunctans Alexander, 1921"
"Tipula fusca Staeger, 1840","Tipula subcunctans Alexander, 1921"
"Tipula meigenii Mannheims, 1966","Tipula submarmorata Schummel, 1833"
"Tipula variipennis Meigen, 1818","Tipula varipennis Meigen, 1818"
"Machimus atricapillus (Fallen, 1814)","Tolmerus atricapillus (Fallen, 1814)"
"Machimus cingulatus (Fabricius, 1781)","Tolmerus cingulatus (Fabricius, 1781)"
"Machimus cowini (Hobby, 1946)","Tolmerus cowini Hobby, 1946"
"Macrotoma plumbea Lubbock, 1862","Tomocerus minor (Lubbock, 1862)"
"Tomosvaryella nigritula (Zetterstedt, 1844)","Tomosvaryella geniculata (Meigen, 1824)"
"Ephemerella belgica (Lestage, 1917)","Torleya major (Klapalek, 1905)"
"Torleya belgica Lestage, 1917","Torleya major (Klapalek, 1905)"
"Torymus admirabilis Foerster, 1841","Torymus bedeguaris (Linnaeus, 1758)"
"Torymus eurynotus Foerster, 1859","Torymus cyaneus (Walker, 1847)"
"Torymus abdominalis Boheman, 1834","Torymus geranii (Walker, 1833)"
"Torymus apicalis (Walker, 1833)","Torymus geranii (Walker, 1833)"
"Torymus caudata Nees, 1834","Torymus geranii (Walker, 1833)"
"Torymus nanus Foerster, 1841","Torymus geranii (Walker, 1833)"
"Torymus propinquus Foerster, 1841","Torymus geranii (Walker, 1833)"
"Megastigmus bohemanii Ratzeburg, 1848","Torymus laetus (Walker, 1833)"
"Torymus cynipedis (Walker, 1833)","Torymus laetus (Walker, 1833)"
"Torymus nigricornis Boheman, 1834","Torymus laetus (Walker, 1833)"
"Torymus foersteri Ratzeburg, 1844","Torymus rubi (Schrank, 1781)"
"Torymus macropterus Walker, 1833","Torymus rubi (Schrank, 1781)"
"Torymus fulgens Fabricius, 1798","Torymus scutellaris (Walker, 1833)"
"Torymus difficilis Nees, 1834","Torymus tanaceticola Ruschka, 1921"
"Torymus conjunctus Nees, 1834","Torymus varians (Walker, 1833)"
"Torymus pubescens Foerster, 1841","Torymus varians (Walker, 1833)"
"Torymus nitidulus Nees, 1834","Torymus ventralis (Fonscolombe, 1832)"
"Notaris bimaculatus (Fabricius, 1787)","Tournotaris bimaculata (Fabricius, 1787)"
"Anthidium byssinum (Panzer, 1798)","Trachusa byssina (Panzer, 1798)"
"Celaeno aegrota Koch, 1841","Trachytes aegrota (Koch, 1841)"
"Trachynotus pyriformis Kramer, 1876","Trachytes aegrota (Koch, 1841)"
"Uropoda coccinea Michael, 1891","Trachyuropoda coccinea (Michael, 1891)"
"Uropoda formicaria Lubbock, 1881","Trachyuropoda formicaria (Lubbock, 1881)"
"Urotrachys formicaria (Lubbock, 1881)","Trachyuropoda formicaria (Lubbock, 1881)"
"Tachyzelotes pedestris (Koch, 1837)","Trachyzelotes pedestris (Koch, 1837)"
"Caligina cyclopteri Van Beneden, 1871","Trebius soleae (Van Beneden, 1871)"
"Trhypochthonius cladonicolus (Willmann, 1919)","Trhypochthonius cladonicola (Willmann, 1919)"
"Triarthria spinipennis (Meigen, 1824)","Triarthria setipennis (Fallen, 1810)"
