top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"synonym"	"type_synonym"	"language"	"taxon"	"taxon_nsr_id"	"rank"	
"Dennensmalboktor"	"isPreferredNameOf"	"Dutch"	"Acmaeops marginatus (Fabricius, 1781)"	"0AHCYFBROVXX"	
"Fluweelpalpmot"	"isPreferredNameOf"	"Dutch"	"Acompsia cinerella (Clerck, 1759)"	"0AHCYFCITORC"	
"Bleekschouderuil"	"isPreferredNameOf"	"Dutch"	"Acontia lucida (Hufnagel, 1766)"	"0AHCYFCLMJZL"	
"Emmelia trabealis (Scopoli, 1763)"	"isSynonymOf"	"Scientific"	"Acontia trabealis (Scopoli, 1763)"	"0AHCYFCLUQMJ"	
"Panteruiltje"	"isPreferredNameOf"	"Dutch"	"Acontia trabealis (Scopoli, 1763)"	"0AHCYFCLUQMJ"	
"Acricotopus dilatatus (Van der Wulp, 1859)"	"isSynonymOf"	"Scientific"	"Acricotopus lucens (Zetterstedt, 1850)"	"0AHCYFBEDCRK"	
"Oevermaina"	"isPreferredNameOf"	"Dutch"	"Acridotheres ginginianus (Latham, 1790)"	"0181C5734E62"	
"Treurmaina"	"isPreferredNameOf"	"Dutch"	"Acridotheres tristis (Linnaeus, 1766)"	"05DA89D543F4"	
"Mutsjeslichtmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis advenella (Zincken, 1818)"	"0AHCYFCMRIUY"	
"Trachycera advenella (Zincken, 1818)"	"isSynonymOf"	"Scientific"	"Acrobasis advenella (Zincken, 1818)"	"0AHCYFCMRIUY"	
"Eikentopspinselmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis consociella (Hübner, 1813)"	"0AHCYFCMNBSI"	
"Hoekige mutsjeslichtmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis marmorea (Haworth, 1811)"	"0AHCYFCMRKAC"	
"Trachycera marmorea (Haworth, 1811)"	"isSynonymOf"	"Scientific"	"Acrobasis marmorea (Haworth, 1811)"	"0AHCYFCMRKAC"	
"Conobathra repandana (Fabricius, 1798)"	"isSynonymOf"	"Scientific"	"Acrobasis repandana (Fabricius, 1798)"	"0AHCYFCMNXMO"	
"Oranje eikenlichtmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis repandana (Fabricius, 1798)"	"0AHCYFCMNXMO"	
"Stoffige eikenlichtmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis sodalella Zeller, 1848"	"0AHCYFCMNCOO"	
"Roodstreepmutsjeslichtmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis suavella (Zincken, 1818)"	"0AHCYFCMRLAU"	
"Trachycera suavella (Zincken, 1818)"	"isSynonymOf"	"Scientific"	"Acrobasis suavella (Zincken, 1818)"	"0AHCYFCMRLAU"	
"Conobathra tumidana (Denis & Schiffermüller, 1775)"	"isSynonymOf"	"Scientific"	"Acrobasis tumidana (Denis & Schiffermüller, 1775)"	"0AHCYFCMNYNG"	
"Rode eikenlichtmot"	"isPreferredNameOf"	"Dutch"	"Acrobasis tumidana (Denis & Schiffermüller, 1775)"	"0AHCYFCMNYNG"	
"Veldrietzanger"	"isPreferredNameOf"	"Dutch"	"Acrocephalus agricola (Jerdon, 1845)"	"000464941996"	
"Grote karekiet"	"isPreferredNameOf"	"Dutch"	"Acrocephalus arundinaceus (Linnaeus, 1758)"	"000464942003"	
"Struikrietzanger"	"isPreferredNameOf"	"Dutch"	"Acrocephalus dumetorum Blyth, 1849"	"000464942010"	
"Zwartkoprietzanger"	"isPreferredNameOf"	"Dutch"	"Acrocephalus melanopogon (Temminck, 1823)"	"05WXN7JQ08GV"	
"Waterrietzanger"	"isPreferredNameOf"	"Dutch"	"Acrocephalus paludicola (Vieillot, 1817)"	"000464942017"	
"Bosrietzanger"	"isPreferredNameOf"	"Dutch"	"Acrocephalus palustris (Bechstein, 1798)"	"000464942024"	
"Rietzanger"	"isPreferredNameOf"	"Dutch"	"Acrocephalus schoenobaenus (Linnaeus, 1758)"	"000464942031"	
"Kleine karekiet"	"isPreferredNameOf"	"Dutch"	"Acrocephalus scirpaceus (Hermann, 1804)"	"000464942038"	
"Acrocera trigramma Loew, 1845"	"isSynonymOf"	"Scientific"	"Acrocera sanguinea Meigen, 1804"	"0AHCYFBBTFEL"	
"Zilvermijnmot"	"isPreferredNameOf"	"Dutch"	"Acrocercops brongniardella (Fabricius, 1798)"	"0AHCYFCKVOGD"	
"Amphiura brachiata (Montagu, 1804)"	"isSynonymSLOf"	"Scientific"	"Acrocnida brachiata (Montagu, 1804)"	"0AHCYSI11504"	
"Ingegraven slangster"	"isPreferredNameOf"	"Dutch"	"Acrocnida brachiata (Montagu, 1804)"	"0AHCYSI11504"	
"Galumna filata Oudemans, 1913"	"isSynonymOf"	"Scientific"	"Acrogalumna longipluma (Berlese, 1904)"	"0AHCYSI10402"	
"Oribata setiformes Hall, 1911"	"isSynonymOf"	"Scientific"	"Acrogalumna longipluma (Berlese, 1904)"	"0AHCYSI10402"	
"Oribates elimatus longiplumus Berlese, 1904"	"isSynonymOf"	"Scientific"	"Acrogalumna longipluma (Berlese, 1904)"	"0AHCYSI10402"	
"Preimot"	"isPreferredNameOf"	"Dutch"	"Acrolepiopsis assectella (Zeller, 1839)"	"0AHCYFCHQOBR"	
"Kapslak"	"isAlternativeNameOf"	"Dutch"	"Acroloxus lacustris (Linnaeus, 1758)"	"0AHCYFEPBHLV"	
"Ovale kapslak"	"isPreferredNameOf"	"Dutch"	"Acroloxus lacustris (Linnaeus, 1758)"	"0AHCYFEPBHLV"	
"Bladsnijdermier"	"isPreferredNameOf"	"Dutch"	"Acromyrmex coronatus (Fabricius, 1804)"	"000000025047"	
"Bont schaapje"	"isPreferredNameOf"	"Dutch"	"Acronicta aceris (Linnaeus, 1758)"	"0AHCYFCLMLRZ"	
"Elzenuil"	"isPreferredNameOf"	"Dutch"	"Acronicta alni (Linnaeus, 1767)"	"0AHCYFCLMNTK"	
"Goudhaaruil"	"isPreferredNameOf"	"Dutch"	"Acronicta auricoma (Denis & Schiffermüller, 1775)"	"0AHCYFCLMOUC"	
"Grote drietand"	"isPreferredNameOf"	"Dutch"	"Acronicta cuspis (Hübner, 1813)"	"0AHCYFCLMPUU"	
"Wolfsmelkuil"	"isPreferredNameOf"	"Dutch"	"Acronicta euphorbiae (Denis & Schiffermüller, 1775)"	"0AHCYFCLMQVN"	
"Schaapje"	"isPreferredNameOf"	"Dutch"	"Acronicta leporina (Linnaeus, 1758)"	"0AHCYFCLMSAR"	
"Veenheide-uil"	"isPreferredNameOf"	"Dutch"	"Acronicta menyanthidis (Esper, 1789)"	"0AHCYFCLMUCC"	
"Drietand"	"isAlternativeNameOf"	"Dutch"	"Acronicta psi (Linnaeus, 1758)"	"0AHCYFCLMUYU"	
"Psi-uil"	"isPreferredNameOf"	"Dutch"	"Acronicta psi (Linnaeus, 1758)"	"0AHCYFCLMUYU"	
"Zuringuil"	"isPreferredNameOf"	"Dutch"	"Acronicta rumicis (Linnaeus, 1758)"	"0AHCYFCLMWDY"	
"Moerasbos-uil"	"isPreferredNameOf"	"Dutch"	"Acronicta strigosa (Denis & Schiffermüller, 1775)"	"0AHCYFCLMYAY"	
"Drietand"	"isPreferredNameOf"	"Dutch"	"Acronicta tridens (Denis & Schiffermüller, 1775)"	"0AHCYFCLMYXE"	
"Lange harpijwatervlo"	"isPreferredNameOf"	"Dutch"	"Acroperus angustatus Sars, 1863"	"0610DF4743F0"	
"Gewone harpijwatervlo"	"isPreferredNameOf"	"Dutch"	"Acroperus harpae (Baird, 1835)"	"0AHCYSI03787"	
"Atheta amplicollis (Mulsant & Rey, 1873)"	"isSynonymOf"	"Scientific"	"Acrotona amplicollis (Mulsant & Rey, 1873)"	"0AHCYFBWXKDI"	
"Atheta clientula (Erichson, 1839)"	"isSynonymOf"	"Scientific"	"Acrotona clientula (Erichson, 1839)"	"0AHCYFBWYAPC"	
"Atheta fungi (Gravenhorst, 1806)"	"isSynonymOf"	"Scientific"	"Acrotona fungi (Gravenhorst, 1806)"	"0AHCYFBWYSYI"	
"Atheta orbata (Erichson, 1837)"	"isSynonymOf"	"Scientific"	"Acrotona orbata (Erichson, 1837)"	"0AHCYFBXABXU"	
"Atheta orphana (Erichson, 1837)"	"isSynonymOf"	"Scientific"	"Acrotona orphana (Erichson, 1837)"	"0AHCYFBXACYM"	
"Acrotrichis chevrolatii auct."	"isSynonymOf"	"Scientific"	"Acrotrichis cephalotes (Allibert, 1844)"	"0AHCYFBVYHXB"	
"Haarvleugelkever"	"isPreferredNameOf"	"Dutch"	"Acrotrichis sericans (Heer, 1841)"	"0AHCYFBVYTFI"	
"Acrotrichis fratercula auct."	"isSynonymOf"	"Scientific"	"Acrotrichis sitkaensis (Motschulsky, 1845)"	"0AHCYFBVYVGT"	
"Slanke groenuil"	"isPreferredNameOf"	"Dutch"	"Actebia praecox (Linnaeus, 1758)"	"0AHCYFCLNALG"	
"Deense kniptor"	"isPreferredNameOf"	"Dutch"	"Actenicerus sjaelandicus (Müller, 1764)"	"0AHCYFBUEPMT"	
"Spoelhoren"	"isPreferredNameOf"	"Dutch"	"Acteon tornatilis (Linnaeus, 1758)"	"0CIHTSS6F1ZA"	
"Actia frontalis Macquart, 1845"	"isSynonymOf"	"Scientific"	"Actia lamia (Meigen, 1838)"	"0AHCYFBMVTPR"	
"Actia nudibasis Stein, 1924"	"isSynonymOf"	"Scientific"	"Actia resinellae (Schrank, 1781)"	"0AHCYFBMVWRU"	
"Actina nitens (Latreille, 1806)"	"isSynonymOf"	"Scientific"	"Actina chalybea Meigen, 1804"	"0AHCYFBLVDBZ"	
"Groene stekelwapenvlieg"	"isPreferredNameOf"	"Dutch"	"Actina chalybea Meigen, 1804"	"0AHCYFBLVDBZ"	
"Paardeanemoon"	"isAlternativeNameOf"	"Dutch"	"Actinia equina (Linnaeus, 1758)"	"0AHCYSI11366"	
"Rode paardenanemoon"	"isPreferredNameOf"	"Dutch"	"Actinia equina (Linnaeus, 1758)"	"0AHCYSI11366"	
"Aardbeianemoon"	"isPreferredNameOf"	"Dutch"	"Actinia fragacea Tugwell, 1856"	"0AHCYSI11441"	
"Groene paardenanemoon"	"isPreferredNameOf"	"Dutch"	"Actinia prasina Gosse, 1860"	"0AHCYSI11367"	
"Zebra-anemoon"	"isPreferredNameOf"	"Dutch"	"Actinia striata Quoy & Gaimard, 1833"	"0AHCYSI11368"	
"Margrietje"	"isPreferredNameOf"	"Dutch"	"Actinothoe sphyrodeta (Gosse, 1858)"	"0AHCYSI11445"	
"Gevlamde uil"	"isPreferredNameOf"	"Dutch"	"Actinotia polyodon (Clerck, 1759)"	"0AHCYFCLNEJQ"	
"Actites hypoleucos (Linnaeus, 1758)"	"isMisspelledNameOf"	"Scientific"	"Actitis hypoleucos (Linnaeus, 1758)"	"0AHCYFCPFRWS"	
"Actites macularia (Linnaeus, 1766)"	"isMisspelledNameOf"	"Scientific"	"Actitis hypoleucos (Linnaeus, 1758)"	"0AHCYFCPFRWS"	
"Oeverloper"	"isPreferredNameOf"	"Dutch"	"Actitis hypoleucos (Linnaeus, 1758)"	"0AHCYFCPFRWS"	
"Amerikaanse oeverloper"	"isPreferredNameOf"	"Dutch"	"Actitis macularius (Linnaeus, 1766)"	"0AHCYFCPFTBW"	
"Eikenbladspin"	"isPreferredNameOf"	"Dutch"	"Aculepeira ceropegia (Walckenaer, 1802)"	"0AHCYFOOCIOL"	
"Tomatengalmijt"	"isPreferredNameOf"	"Dutch"	"Aculops lycopersici (Tryon, 1917)"	"0AHCYSI10133"	
"Haagbeukkromnerfmijt"	"isPreferredNameOf"	"Dutch"	"Aculops macrotrichus (Nalepa, 1889)"	"0AUXQ1P9AUWC"	
"Kartelbladmijt"	"isPreferredNameOf"	"Dutch"	"Aculops pedicularis (Nalepa, 1892)"	"0AHCYSI10134"	
"Walstrosponsjesmijt"	"isPreferredNameOf"	"Dutch"	"Aculus anthobius (Nalepa, 1892)"	"0AHCYSI10123"	
"Aculus craspedobia (Nalepa, 1925)"	"isMisspelledNameOf"	"Scientific"	"Aculus craspedobius (Nalepa, 1925)"	"0O4YIBQD5URB"	
"Grauwe wilgbladrandmijt"	"isPreferredNameOf"	"Dutch"	"Aculus craspedobius (Nalepa, 1925)"	"0O4YIBQD5URB"	
"Essenbladpokmijt"	"isPreferredNameOf"	"Dutch"	"Aculus epiphyllus (Nalepa, 1892)"	"0AHCYSI10124"	
"Pruimenroestmijt"	"isPreferredNameOf"	"Dutch"	"Aculus fockeui (Nalepa & Trouessart, 1891)"	"0AHCYSI10125"	
"Essenbladrolmijt"	"isPreferredNameOf"	"Dutch"	"Aculus fraxini (Nalepa, 1894)"	"004AS55XH88P"	
"Wilgrozetmijt"	"isPreferredNameOf"	"Dutch"	"Aculus gemmarum (Nalepa, 1892)"	"0V0KNS5DYBD5"	
"Paardenkastanjemijt"	"isPreferredNameOf"	"Dutch"	"Aculus hippocastani (Fockeu, 1890)"	"0AHCYSI10126"	
"Eriophyes kerneri (Nalepa, 1894)"	"isSynonymOf"	"Scientific"	"Aculus kerneri (Nalepa, 1894)"	"07ZP7VZ0Z78Z"	
"Gentiaantopmijt"	"isPreferredNameOf"	"Dutch"	"Aculus kerneri (Nalepa, 1894)"	"07ZP7VZ0Z78Z"	
"Grauwe wilgwratmijt"	"isPreferredNameOf"	"Dutch"	"Aculus laevis (Nalepa, 1892)"	"0OIL5VEEXN2J"	
"Schietwilgbladrandmijt"	"isPreferredNameOf"	"Dutch"	"Aculus magnirostris (Nalepa, 1892)"	"0NIBG7AN69HL"	
"Tijmbezemmijt"	"isPreferredNameOf"	"Dutch"	"Aculus minor (Nalepa, 1892)"	"0RI816PFT0BR"	
"Vogelwikkemijt"	"isPreferredNameOf"	"Dutch"	"Aculus retiolatus (Nalepa, 1892)"	"0AHCYSI10127"	
"Paardenbloemmijt"	"isPreferredNameOf"	"Dutch"	"Aculus rigidus (Nalepa, 1894)"	"0AHCYSI10128"	
"Appelroestmijt"	"isPreferredNameOf"	"Dutch"	"Aculus schlechtendali (Nalepa, 1890)"	"0AHCYSI10129"	
"Klokjesmijt"	"isPreferredNameOf"	"Dutch"	"Aculus schmardae (Nalepa, 1889)"	"0LGR8NW2VNXX"	
"Glidkruidmijt"	"isPreferredNameOf"	"Dutch"	"Aculus scutellariae (Canestrini & Massalongo, 1895)"	"0AHCYSI10130"	
"Schietwilgwratmijt"	"isPreferredNameOf"	"Dutch"	"Aculus tetanothrix (Nalepa, 1889)"	"0AHCYSI10131"	
"Kamperfoeliemijt"	"isPreferredNameOf"	"Dutch"	"Aculus xylostei (Canestrini, 1892)"	"0AHCYSI10132"	
"Bruine bontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus brunnipes (Sturm, 1825)"	"0AHCYFBQVPBT"	
"Moerasbontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus dubius Schilsky, 1888"	"0AHCYFBQVQCX"	
"Zilte bontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus elegans (Dejean, 1829)"	"0AHCYFBQVQZD"	
"Kleibontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus exiguus Dejean, 1829"	"0AHCYFBQVRVK"	
"Geelhalsbontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus flavicollis (Sturm, 1825)"	"0AHCYFBQVSRR"	
"Akkerbontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus meridianus (Linnaeus, 1760)"	"0AHCYFBQVTSJ"	
"Rietbontloper"	"isPreferredNameOf"	"Dutch"	"Acupalpus parvulus (Sturm, 1825)"	"0AHCYFBQVUOQ"	
"Erwtebladluis"	"isPreferredNameOf"	"Dutch"	"Acyrthosiphon pisum (Harris, 1776)"	"0AHCYSI00880"	
"Dwergvedermot"	"isPreferredNameOf"	"Dutch"	"Adaina microdactyla (Hübner, 1813)"	"0AHCYFCMLAOC"	
"Koninginnekruidvedermot"	"isAlternativeNameOf"	"Dutch"	"Adaina microdactyla (Hübner, 1813)"	"0AHCYFCMLAOC"	
"Tweepunt"	"isAlternativeNameOf"	"Dutch"	"Adalia bipunctata (Linnaeus, 1758)"	"0AHCYFBSOVQL"	
"Tweepuntlieveheersbeestje"	"isAlternativeNameOf"	"Dutch"	"Adalia bipunctata (Linnaeus, 1758)"	"0AHCYFBSOVQL"	
"Tweestip"	"isAlternativeNameOf"	"Dutch"	"Adalia bipunctata (Linnaeus, 1758)"	"0AHCYFBSOVQL"	
"Tweestippelig lieveheersbeestje"	"isPreferredNameOf"	"Dutch"	"Adalia bipunctata (Linnaeus, 1758)"	"0AHCYFBSOVQL"	
"Tweestippellieveheersbeestje"	"isAlternativeNameOf"	"Dutch"	"Adalia bipunctata (Linnaeus, 1758)"	"0AHCYFBSOVQL"	
"Zwartstreeplieveheersbeestje"	"isPreferredNameOf"	"Dutch"	"Adalia conglomerata (Linnaeus, 1758)"	"0VVXI4MQJ3IY"	
"Tienpuntlieveheersbeestje"	"isAlternativeNameOf"	"Dutch"	"Adalia decempunctata (Linnaeus, 1758)"	"0AHCYFBSOWRE"	
"Tienstippelig lieveheersbeestje"	"isPreferredNameOf"	"Dutch"	"Adalia decempunctata (Linnaeus, 1758)"	"0AHCYFBSOWRE"	
"Tienstippig lieveheersbeest"	"isAlternativeNameOf"	"Dutch"	"Adalia decempunctata (Linnaeus, 1758)"	"0AHCYFBSOWRE"	
"Belba geniculosa Oudemans, 1929"	"isSynonymOf"	"Scientific"	"Adamaeus onustus (Koch, 1841)"	"0AHCYSI10391"	
"Damaeus geniculatus Koch, 1841"	"isSynonymOf"	"Scientific"	"Adamaeus onustus (Koch, 1841)"	"0AHCYSI10391"	
"Damaeus onustus Koch, 1841"	"isSynonymSLOf"	"Scientific"	"Adamaeus onustus (Koch, 1841)"	"0AHCYSI10391"	
"Gebandeerde langsprietmot"	"isPreferredNameOf"	"Dutch"	"Adela croesella (Scopoli, 1763)"	"0AHCYFCHQXMN"	
"Wilgenlangsprietmot"	"isPreferredNameOf"	"Dutch"	"Adela cuprella (Denis & Schiffermüller, 1775)"	"0AHCYFCHQYNG"	
"Metaallangsprietmot"	"isAlternativeNameOf"	"Dutch"	"Adela reaumurella (Linnaeus, 1758)"	"0AHCYFCHQZJY"	
"Smaragdlangsprietmot"	"isPreferredNameOf"	"Dutch"	"Adela reaumurella (Linnaeus, 1758)"	"0AHCYFCHQZJY"	
"Hertshooilangsprietmot"	"isPreferredNameOf"	"Dutch"	"Adela violella (Denis & Schiffermüller, 1775)"	"0AHCYFCHRAPC"	
"Lorkluis"	"isPreferredNameOf"	"Dutch"	"Adelges laricis Vallot, 1836"	"0746UP08YW5N"	
"Dreyfusia piceae (Ratzeburg, 1844)"	"isSynonymOf"	"Scientific"	"Adelges piceae (Ratzeburg, 1844)"	"0759W7HL9EIJ"	
"Zilversparwolluis"	"isPreferredNameOf"	"Dutch"	"Adelges piceae (Ratzeburg, 1844)"	"0759W7HL9EIJ"	
"Late sparrenluis"	"isPreferredNameOf"	"Dutch"	"Adelges tardus (Dreyfus, 1888)"	"0GSRIRW9PUE9"	
"Adia pusilla (Meigen, 1826)"	"isSynonymOf"	"Scientific"	"Adia cinerella (Fallén, 1825)"	"0AHCYFBCFNZJ"	
"Admontia decorata (Zetterstedt, 1849)"	"isSynonymOf"	"Scientific"	"Admontia seria (Meigen, 1824)"	"0AHCYFBMWCNP"	
"Hengelgraafwants"	"isPreferredNameOf"	"Dutch"	"Adomerus biguttatus (Linnaeus, 1758)"	"0AHCYSIBYQQK"	
"Adoristes poppei (Oudemans, 1906)"	"isSynonymOf"	"Scientific"	"Adoristes ovatus (Koch, 1840)"	"0AHCYSI10424"	
"Leiosoma pyrigerum Berlese, 1888"	"isSynonymOf"	"Scientific"	"Adoristes ovatus (Koch, 1840)"	"0AHCYSI10424"	
"Vruchtbladroller"	"isPreferredNameOf"	"Dutch"	"Adoxophyes orana (Fischer von Röslerstamm, 1834)"	"0AHCYFCMZGTH"	
"Metaalvlinder"	"isPreferredNameOf"	"Dutch"	"Adscita statices (Linnaeus, 1758)"	"0AHCYFCNSKVI"	
"Gelekoortsmug"	"isPreferredNameOf"	"Dutch"	"Aedes aegypti (Linnaeus, 1762)"	"09009E104618"	
"Aziatische tijgermug"	"isPreferredNameOf"	"Dutch"	"Aedes albopictus (Skuse, 1894)"	"000000025335"	
"Amerikaanse rotspoelmug"	"isPreferredNameOf"	"Dutch"	"Aedes atropalpus (Coquillett, 1902)"	"0DA12C0D482E"	
"Ochlerotatus atropalpus (Coquillett, 1902)"	"isSynonymOf"	"Scientific"	"Aedes atropalpus (Coquillett, 1902)"	"0DA12C0D482E"	
"Aedes nemorosus (Meigen, 1818)"	"isSynonymOf"	"Scientific"	"Aedes communis (De Geer, 1776)"	"0AHCYFBFPYXW"	
"Aziatische bosmug"	"isPreferredNameOf"	"Dutch"	"Aedes japonicus (Theobald, 1901)"	"02ABD86140C1"	
"Japanse bosmug"	"isAlternativeNameOf"	"Dutch"	"Aedes japonicus (Theobald, 1901)"	"02ABD86140C1"	
"Windeweeskind"	"isPreferredNameOf"	"Dutch"	"Aedia leucomelas (Linnaeus, 1758)"	"0T978FJYOGIG"	
"Zeewants"	"isPreferredNameOf"	"Dutch"	"Aega psora (Linnaeus, 1758)"	"0AHCYFAOPQEZ"	
"Bolronde helmkever"	"isPreferredNameOf"	"Dutch"	"Aegialia arenaria (Fabricius, 1787)"	"0AHCYFBWEJVF"	
"Staartmees"	"isPreferredNameOf"	"Dutch"	"Aegithalos caudatus (Linnaeus, 1758)"	"000464942646"	
"Ruigpootuil"	"isPreferredNameOf"	"Dutch"	"Aegolius funereus (Linnaeus, 1758)"	"000464942162"	
"Brede blinkslak"	"isPreferredNameOf"	"Dutch"	"Aegopinella nitens (Michaud, 1831)"	"0AHCYFEPLPHW"	
"Bruine blinkslak"	"isPreferredNameOf"	"Dutch"	"Aegopinella nitidula (Draparnaud, 1805)"	"0AHCYFEPLQIO"	
"Kleine blinkslak"	"isPreferredNameOf"	"Dutch"	"Aegopinella pura (Alder, 1830)"	"000486764629"	
"Loofreuzenboktor"	"isPreferredNameOf"	"Dutch"	"Aegosoma scabricorne (Scopoli, 1763)"	"0AHCYFBROXQK"	
"Monniksgier"	"isPreferredNameOf"	"Dutch"	"Aegypius monachus (Linnaeus, 1766)"	"000464942467"	
"Grote mijterschildwants"	"isAlternativeNameOf"	"Dutch"	"Aelia acuminata (Linnaeus, 1758)"	"0AHCYSICVSUM"	
"Mijterschildwants"	"isPreferredNameOf"	"Dutch"	"Aelia acuminata (Linnaeus, 1758)"	"0AHCYSICVSUM"	
"Kleine mijterschildwants"	"isPreferredNameOf"	"Dutch"	"Aelia klugii Hahn, 1833"	"0AHCYSICVUVX"	
"V-vlek-springspin"	"isPreferredNameOf"	"Dutch"	"Aelurillus v-insignitus (Clerck, 1757)"	"0AHCYFOORBKD"	
"Gekrulde vlokslak"	"isPreferredNameOf"	"Dutch"	"Aeolidia filomenae Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016"	"0PEF3WZWGY4J"	
"Grote vlokslak"	"isPreferredNameOf"	"Dutch"	"Aeolidia papillosa (Linnaeus, 1761)"	"0AHCYSI11189"	
"Gekraagde vlokslak"	"isPreferredNameOf"	"Dutch"	"Aeolidiella alderi (Cocks, 1852)"	"0AREM6NE4KOM"	
"Kleine vlokslak"	"isPreferredNameOf"	"Dutch"	"Aeolidiella glauca (Alder & Hancock, 1845)"	"0AHCYSI11317"	
"Verborgen vlokslak"	"isPreferredNameOf"	"Dutch"	"Aeolidiella sanguinea (Norman, 1877)"	"0AEXTV6BHRSP"	
"Aeolosoma hemprichi Ehrenberg, 1928"	"isSynonymOf"	"Scientific"	"Aeolosoma hemprichi Ehrenberg, 1831"	"0AHCYSI07079"	
"Vlastrips"	"isPreferredNameOf"	"Dutch"	"Aeolothrips linarius Priesner, 1948"	"0AHCYFAQNWAR"	
"Wijde mantel"	"isPreferredNameOf"	"Dutch"	"Aequipecten opercularis Linnaeus, 1758"	"0AHCYSI11335"	
"Lampenkapje"	"isPreferredNameOf"	"Dutch"	"Aequorea vitrina Gosse, 1853"	"0AHCYSI11245"	
"Phyllocoptes annulatus (Nalepa, 1897)"	"isSynonymOf"	"Scientific"	"Aequsomatus annulatus (Nalepa, 1897)"	"0LBZLM9LA6X7"	
"Wegedoornbladmijt"	"isPreferredNameOf"	"Dutch"	"Aequsomatus annulatus (Nalepa, 1897)"	"0LBZLM9LA6X7"	
"Zuidelijke glazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna affinis Vander Linden, 1820"	"0AHCYFBZUGFP"	
"Blauwe glazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna cyanea (Müller, 1764)"	"0AHCYFBZUIHA"	
"Bruine glazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna grandis (Linnaeus, 1758)"	"000464655070"	
"Aeshna isosceles (Müller, 1767)"	"isMisspelledNameOf"	"Scientific"	"Aeshna isoceles (Müller, 1767)"	"000464655076"	
"Vroege glazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna isoceles (Müller, 1767)"	"000464655076"	
"Venglazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna juncea (Linnaeus, 1758)"	"0AHCYFBZUOLH"	
"Aeshna coluberculus Harris, 1782"	"isSynonymOf"	"Scientific"	"Aeshna mixta Latreille, 1805"	"000464655088"	
"Paardenbijter"	"isPreferredNameOf"	"Dutch"	"Aeshna mixta Latreille, 1805"	"000464655088"	
"Noordse glazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna subarctica Walker, 1908"	"0AHCYFBZUSBF"	
"Groene glazenmaker"	"isPreferredNameOf"	"Dutch"	"Aeshna viridis (Eversmann, 1836)"	"000464655100"	
"Berkenspikkelspanner"	"isPreferredNameOf"	"Dutch"	"Aethalura punctulata (Denis & Schiffermüller, 1775)"	"0AHCYFCJKVSQ"	
"Beatricebladroller"	"isPreferredNameOf"	"Dutch"	"Aethes beatricella (Walsingham, 1898)"	"0AHCYFCMZILU"	
"C-smalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes cnicana (Westwood, 1854)"	"0AHCYFCMZJIB"	
"Pastinaaksmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes dilucidana (Stephens, 1852)"	"0AHCYFCMZKEI"	
"Kruisdistelsmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes flagellana (Duponchel, 1836)"	"0AHCYFCMZLFA"	
"Peensmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes francillana (Fabricius, 1794)"	"0AHCYFCMZMBH"	
"Beemdkroonsmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes hartmanniana (Clerck, 1759)"	"0AHCYFCMZNBZ"	
"Roestbandsmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes margaritana (Haworth, 1811)"	"0AHCYFCMZOCS"	
"Schijn-beemdkroonsmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes piercei Obraztsov, 1952"	"0AHCYFCMZPDK"	
"Donker c-smalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes rubigana (Treitschke, 1830)"	"0AHCYFCMZPZR"	
"Kanariesmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes rutilana (Hübner, 1817)"	"0AHCYFCMZQVX"	
"Kommabladroller"	"isPreferredNameOf"	"Dutch"	"Aethes smeathmanniana (Fabricius, 1781)"	"0AHCYFCMZRWQ"	
"Prachtsmalsnuitje"	"isPreferredNameOf"	"Dutch"	"Aethes tesserana (Denis & Schiffermüller, 1775)"	"0AHCYFCMZSTI"	
